1.95374   	   -5.0939   	    -4.00141
3.13713   	   0.874573   	    -3.61644
4.28402   	   -1.98854   	    -5.05492
-4.04599   	   -1.76117   	    0.515999
3.05852   	   3.80478   	    5.2343
-0.793847   	   -0.0270022   	    2.76674
3.1743   	   -0.238295   	    -2.96672
-0.897949   	   -0.0955327   	    -1.84353
-5.0238   	   -3.5583   	    -4.8585
0.21324   	   -0.417429   	    -2.1679
1.60905   	   2.82222   	    0.684439
-1.0498   	   -5.00986   	    -0.0181761
-3.6901   	   -4.77252   	    -2.92489
0.932894   	   -1.95154   	    -0.799715
0.0156177   	   -1.07769   	    1.51723
-2.61825   	   -4.49624   	    4.77715
2.42149   	   3.48658   	    1.08233
-1.10272   	   1.68341   	    0.325905
4.93275   	   -1.0529   	    -3.53598
1.45813   	   1.36059   	    -5.26321
0.654598   	   0.798612   	    1.34845
-3.71113   	   -4.79243   	    2.75432
3.74459   	   -1.55367   	    -1.22074
3.43219   	   1.8693   	    -4.99181
0.466096   	   -0.313224   	    0.726715
0.0806201   	   -3.62383   	    4.38448
1.71286   	   0.252061   	    4.46963
-3.6106   	   3.37673   	    -4.71922
-2.16821   	   -3.56528   	    2.89955
-0.868692   	   1.94757   	    2.24182
-2.94877   	   -3.88136   	    -4.98042
-0.236372   	   2.56649   	    -3.96669
1.7839   	   1.55209   	    2.21149
-0.636521   	   -0.225485   	    1.57825
0.458449   	   0.975533   	    -4.54757
-2.20638   	   -1.4667   	    0.289153
-3.19282   	   -2.29936   	    4.48561
-4.89161   	   2.10184   	    1.99655
-2.17229   	   2.06282   	    -4.89589
3.40557   	   -4.10144   	    -3.42438
-1.38263   	   -2.7846   	    -4.9845
4.19232   	   -3.56307   	    -3.6616
1.37828   	   4.89694   	    -0.407857
0.680903   	   4.77234   	    -2.37932
0.723872   	   -1.59617   	    -3.68394
-5.13802   	   2.88677   	    -1.04127
-3.02211   	   4.02516   	    -3.77372
-2.03767   	   -1.7135   	    -4.58516
3.85939   	   2.07636   	    -2.04296
2.83182   	   2.70786   	    -4.58142
2.41862   	   5.27406   	    -2.89952
-4.56955   	   -4.93139   	    1.23132
3.4721   	   4.4678   	    -0.624101
-0.994227   	   -1.69877   	    0.0854488
-0.521768   	   0.709386   	    -4.16347
1.62256   	   -0.719447   	    3.70905
-1.54326   	   1.20007   	    -2.7063
-2.46922   	   -1.18592   	    -3.21724
0.0522931   	   2.85748   	    -5.13877
3.96173   	   -0.535017   	    -1.56172
-2.79485   	   -1.43059   	    5.22506
2.51114   	   -0.87414   	    0.0767534
-0.216709   	   0.870602   	    3.24913
3.33328   	   5.25278   	    3.32599
4.41842   	   -0.376414   	    -2.67116
0.933478   	   -2.8354   	    -1.48461
4.28151   	   5.03169   	    -2.73264
-2.79036   	   -1.01669   	    2.26769
0.627669   	   -1.63733   	    0.886905
3.12462   	   4.48987   	    0.424824
-1.10573   	   -1.69168   	    5.10973
0.581218   	   -1.00059   	    -0.344386
0.960263   	   4.40634   	    1.5442
-0.810392   	   -1.24723   	    -3.20156
5.07751   	   -3.60872   	    0.462858
3.55804   	   1.84991   	    1.77575
3.75852   	   4.71971   	    -1.86535
-0.582918   	   0.555173   	    -5.17178
4.64117   	   3.31485   	    -4.17126
-2.25626   	   -4.67076   	    2.23635
-2.71483   	   4.17184   	    0.279996
-4.19028   	   1.7169   	    4.30841
3.81522   	   -0.214392   	    4.78575
4.11833   	   1.04816   	    2.07511
-2.807   	   -4.25318   	    0.00200625
-3.45956   	   -3.75112   	    3.36382
-3.75628   	   -0.779493   	    1.8961
0.376289   	   -3.38554   	    2.25581
-4.96627   	   -2.6668   	    -1.24402
-3.19354   	   -1.25807   	    4.38121
-1.75942   	   4.03453   	    -5.18647
0.473747   	   -4.47482   	    -5.01031
-0.670643   	   -4.90282   	    1.97021
-5.00752   	   4.09792   	    -1.31851
5.12463   	   4.1426   	    -3.45162
3.67605   	   0.0756108   	    2.08187
4.09088   	   -1.41737   	    1.69195
2.41996   	   -4.08042   	    -3.61409
-2.54217   	   -4.65987   	    1.10026
-3.19171   	   1.76399   	    -1.36621
-3.45471   	   0.071133   	    0.682264
2.06017   	   2.5532   	    -0.572168
-0.127864   	   4.2803   	    2.93932
4.56075   	   2.22787   	    2.05598
-3.36681   	   -0.138414   	    -4.05914
-2.73362   	   -4.41797   	    -3.38003
3.17025   	   -0.710078   	    -0.755216
3.81418   	   -2.66395   	    -4.41839
3.00027   	   -3.16649   	    -0.0232079
3.49425   	   5.16542   	    -4.58127
-4.10755   	   5.07257   	    1.99015
-1.52388   	   0.431777   	    3.49524
2.13989   	   -1.4119   	    0.850954
4.1134   	   -3.44467   	    -0.663987
-0.667234   	   3.85971   	    3.75533
-3.56747   	   1.08549   	    -2.0964
-3.34579   	   0.919399   	    3.99773
1.60316   	   -1.7604   	    -1.57725
2.42213   	   3.76079   	    -4.4106
3.41682   	   0.530521   	    1.03659
4.6779   	   3.01285   	    -1.80383
0.0936812   	   3.45504   	    -2.381
-2.86252   	   -0.886689   	    3.47424
1.73735   	   -5.01239   	    -2.29383
3.27319   	   3.83256   	    -1.6583
-4.88936   	   -2.47656   	    2.12427
3.82081   	   2.91555   	    -4.67356
-3.72155   	   2.28519   	    -4.31889
-4.64076   	   2.53409   	    1.08983
2.47546   	   0.310604   	    2.1001
0.397374   	   4.48164   	    0.491817
2.76862   	   -3.00449   	    -5.00048
-5.05794   	   -1.38063   	    2.26614
0.529144   	   0.414922   	    4.00122
-4.31638   	   3.88969   	    -2.98804
-4.44633   	   -4.63045   	    -0.667895
-4.80984   	   -4.30427   	    0.304949
1.1703   	   -4.18651   	    -4.13496
0.0152817   	   1.813   	    -1.42186
3.45288   	   4.9452   	    4.63626
1.7009   	   -3.88047   	    1.1232
0.861504   	   1.95551   	    4.71717
-2.95818   	   4.27128   	    3.69864
1.66   	   0.0638956   	    1.43274
4.36353   	   2.46462   	    -0.719314
2.23915   	   -0.203167   	    -0.952076
2.92936   	   -4.72934   	    4.20021
-2.58665   	   2.01415   	    3.03195
1.35677   	   2.82954   	    5.08529
4.68687   	   -2.0766   	    2.43793
-3.57414   	   -4.39222   	    -4.14836
-2.28635   	   2.78002   	    3.87147
5.25494   	   -0.0344032   	    -3.24469
-4.86502   	   5.03148   	    -0.847715
-3.25943   	   2.83394   	    -0.188438
2.62605   	   0.790944   	    -1.43373
1.47404   	   -2.57039   	    4.68407
5.16165   	   1.7638   	    0.920029
-5.05915   	   3.43406   	    3.9783
-4.50587   	   4.06127   	    -0.309778
-0.0356701   	   -1.54379   	    2.49508
-2.61024   	   4.80564   	    1.32316
0.748859   	   -3.59961   	    0.130344
-0.136942   	   -3.23363   	    1.05653
-0.737592   	   2.55185   	    -1.3273
3.28586   	   1.71713   	    4.48498
0.272668   	   -3.10498   	    -4.30724
4.28862   	   3.11563   	    4.12365
-4.75825   	   -3.71488   	    -1.9812
-1.83365   	   -0.257293   	    -3.3571
-2.04546   	   3.94088   	    1.05261
-1.86136   	   1.61043   	    1.95624
