0 	   3.0025e+07
1   	    3.0025e+07   	   79   	   0
2   	    3.0025e+07   	   444   	   1
3   	    3.0025e+07   	   452   	   0
4   	    3.0025e+07   	   178   	   0
5   	    3.0025e+07   	   533   	   0
6   	    3.0025e+07   	   740   	   0
7   	    3.0025e+07   	   303   	   1
8   	    3.0025e+07   	   754   	   0
9   	    3.0025e+07   	   684   	   0
10   	    3.0025e+07   	   56   	   0
11   	    3.0025e+07   	   576   	   0
12   	    3.0025e+07   	   165   	   0
13   	    3.0025e+07   	   669   	   0
14   	    3.0025e+07   	   85   	   1
15   	    3.0025e+07   	   356   	   1
16   	    3.0025e+07   	   669   	   1
17   	    3.0025e+07   	   430   	   1
18   	    3.0025e+07   	   181   	   1
19   	    3.0025e+07   	   939   	   0
20   	    3.0025e+07   	   456   	   0
21   	    3.0025e+07   	   803   	   1
22   	    3.0025e+07   	   142   	   0
23   	    3.0025e+07   	   426   	   1
24   	    3.0025e+07   	   379   	   1
25   	    3.0025e+07   	   529   	   1
26   	    3.0025e+07   	   579   	   1
27   	    3.0025e+07   	   486   	   1
28   	    3.0025e+07   	   437   	   1
29   	    3.0025e+07   	   778   	   1
30   	    3.0025e+07   	   666   	   0
31   	    3.0025e+07   	   200   	   1
32   	    3.0025e+07   	   825   	   1
33   	    3.0025e+07   	   573   	   0
34   	    3.0025e+07   	   464   	   1
35   	    3.0025e+07   	   606   	   1
36   	    3.0025e+07   	   861   	   0
37   	    3.0025e+07   	   240   	   0
38   	    3.0025e+07   	   289   	   1
39   	    3.0025e+07   	   869   	   1
40   	    3.0025e+07   	   658   	   0
41   	    3.0025e+07   	   116   	   1
42   	    3.0025e+07   	   343   	   1
43   	    3.0025e+07   	   187   	   1
44   	    3.0025e+07   	   679   	   1
45   	    3.0025e+07   	   626   	   0
46   	    3.0025e+07   	   729   	   0
47   	    3.0025e+07   	   775   	   1
48   	    3.0025e+07   	   687   	   1
49   	    3.0025e+07   	   129   	   0
50   	    3.0025e+07   	   350   	   0
51   	    3.0025e+07   	   8   	   1
52   	    3.0025e+07   	   436   	   0
53   	    3.0025e+07   	   131   	   0
54   	    3.0025e+07   	   473   	   0
55   	    3.0025e+07   	   653   	   0
56   	    3.0025e+07   	   900   	   1
57   	    3.0025e+07   	   352   	   0
58   	    3.0025e+07   	   479   	   1
59   	    3.0025e+07   	   167   	   1
60   	    3.0025e+07   	   234   	   0
61   	    3.0025e+07   	   884   	   1
62   	    3.0025e+07   	   538   	   1
63   	    3.0025e+07   	   974   	   1
64   	    3.0025e+07   	   458   	   0
65   	    3.0025e+07   	   931   	   0
66   	    3.0025e+07   	   936   	   1
67   	    3.0025e+07   	   806   	   0
68   	    3.0025e+07   	   158   	   1
69   	    3.0025e+07   	   425   	   0
70   	    3.0025e+07   	   278   	   0
71   	    3.0025e+07   	   513   	   0
72   	    3.0025e+07   	   397   	   1
73   	    3.0025e+07   	   669   	   1
74   	    3.0025e+07   	   569   	   0
75   	    3.0025e+07   	   107   	   0
76   	    3.0025e+07   	   903   	   0
77   	    3.0025e+07   	   267   	   0
78   	    3.0025e+07   	   731   	   0
79   	    3.0025e+07   	   698   	   1
80   	    3.0025e+07   	   165   	   1
81   	    3.0025e+07   	   184   	   0
82   	    3.0025e+07   	   693   	   1
83   	    3.0025e+07   	   266   	   0
84   	    3.0025e+07   	   15   	   1
85   	    3.0025e+07   	   302   	   1
86   	    3.0025e+07   	   268   	   0
87   	    3.0025e+07   	   339   	   0
88   	    3.0025e+07   	   694   	   1
89   	    3.0025e+07   	   984   	   0
90   	    3.0025e+07   	   463   	   0
91   	    3.0025e+07   	   628   	   1
92   	    3.0025e+07   	   239   	   0
93   	    3.0025e+07   	   285   	   1
94   	    3.0025e+07   	   889   	   1
95   	    3.0025e+07   	   228   	   1
96   	    3.0025e+07   	   917   	   0
97   	    3.0025e+07   	   129   	   1
98   	    3.0025e+07   	   791   	   1
99   	    3.0025e+07   	   794   	   0
100   	    3.0025e+07   	   322   	   1
101   	    3.0025e+07   	   535   	   0
102   	    3.0025e+07   	   942   	   0
103   	    3.0025e+07   	   533   	   1
104   	    3.0025e+07   	   217   	   0
105   	    3.0025e+07   	   106   	   0
106   	    3.0025e+07   	   11   	   0
107   	    3.0025e+07   	   922   	   0
108   	    3.0025e+07   	   749   	   1
109   	    3.0025e+07   	   114   	   0
110   	    3.0025e+07   	   908   	   0
111   	    3.0025e+07   	   583   	   1
112   	    3.0025e+07   	   111   	   0
113   	    3.0025e+07   	   837   	   1
114   	    3.0025e+07   	   441   	   1
115   	    3.0025e+07   	   578   	   1
116   	    3.0025e+07   	   923   	   0
117   	    3.0025e+07   	   847   	   0
118   	    3.0025e+07   	   41   	   0
119   	    3.0025e+07   	   365   	   1
120   	    3.0025e+07   	   543   	   0
121   	    3.0025e+07   	   686   	   1
122   	    3.0025e+07   	   1   	   1
123   	    3.0025e+07   	   734   	   1
124   	    3.0025e+07   	   183   	   0
125   	    3.0025e+07   	   977   	   0
126   	    3.0025e+07   	   555   	   0
127   	    3.0025e+07   	   830   	   1
128   	    3.0025e+07   	   688   	   0
129   	    3.0025e+07   	   669   	   1
130   	    3.0025e+07   	   579   	   1
131   	    3.0025e+07   	   777   	   1
132   	    3.0025e+07   	   916   	   0
133   	    3.0025e+07   	   8   	   0
134   	    3.0025e+07   	   683   	   0
135   	    3.0025e+07   	   828   	   0
136   	    3.0025e+07   	   33   	   1
137   	    3.0025e+07   	   736   	   1
138   	    3.0025e+07   	   639   	   0
139   	    3.0025e+07   	   650   	   0
140   	    3.0025e+07   	   836   	   1
141   	    3.0025e+07   	   34   	   1
142   	    3.0025e+07   	   471   	   1
143   	    3.0025e+07   	   739   	   1
144   	    3.0025e+07   	   99   	   1
145   	    3.0025e+07   	   782   	   1
146   	    3.0025e+07   	   886   	   0
147   	    3.0025e+07   	   720   	   0
